Designator,Library,Part Name,X,Y,Rotation,Z,Pattern,Head,Slot,NHP,NCP,Nozzle,Turn,TS,MS,PR,MArea,Skip
C201,TELIT-NPI-NEW,1BB01T0564,8.135,14.605,180,0,1,5,50006L,9,511,226,2,9,1,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,17.275,15.52,180,0,1,5,50006L,9,511,226,6,9,1,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,12.993,11.15,90,0,1,5,50006L,9,511,226,1,9,13,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,18.515,13.58,180,0,1,5,50006L,4,524,226,4,5,6,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,17.265,14.905,180,0,1,5,50006L,11,513,226,4,11,8,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,18.03,18.245,180,0,1,1,10008R,11,113,226,18,11,4,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,13.15,18.37,-90,0,1,1,10008R,8,128,226,18,1,16,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,17.27,14.195,180,0,1,5,50006L,10,512,226,6,10,16,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,17.29,13.585,180,0,1,5,50006L,9,511,226,4,9,16,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,11.616,14.17,90,0,1,5,50006L,9,511,226,3,9,8,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,18.515,12.875,180,0,1,5,50006L,10,512,226,3,10,11,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,17.1,19.495,-90,0,1,1,10007R,14,116,226,11,4,6,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,15.085,12.13,0,0,1,1,10005R,9,111,226,9,3,6,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,17.07,12.13,180,0,1,1,10005R,10,112,226,1,2,15,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,19.975,16.1,90,0,1,3,30007R,14,316,226,12,8,6,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,18.65,16.52,-90,0,1,3,30007R,9,311,226,1,2,2,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,15.625,17.77,0,0,1,1,10008R,10,112,226,15,4,7,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,20.525,16.1,-90,0,1,3,30007L,13,315,226,4,2,2,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,21.021,13.483,90,0,1,3,30008L,15,317,226,11,2,1,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,17.1,18.245,-90,0,1,5,50006L,10,512,226,4,10,14,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,18.31,19.275,90,0,1,5,50006L,10,512,226,1,10,3,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,13.648,11.155,-90,0,1,5,50006L,11,513,226,2,11,16,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,19.86,11.57,90,0,1,3,30007R,9,311,226,2,2,5,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,19.86,12.895,-90,0,1,1,10007L,13,115,226,1,2,4,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,19.86,10.42,90,0,1,3,30007R,10,312,226,1,1,16,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,8.235,12.445,-90,0,1,5,50006L,10,512,226,2,10,9,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,8.835,12.445,-90,0,1,1,10007R,13,115,226,11,3,2,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,8.128,18.905,180,0,1,7,70008R,4,723,230,6,1,1,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,11.868,18.635,180,0,1,1,10006L,11,113,226,1,2,10,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,8.535,10.185,180,0,1,1,10008R,10,112,226,18,10,1,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,10.888,19.305,-90,0,1,7,70006R,6,711,230,7,2,6,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,9.895,12.27,180,0,1,5,50006L,3,523,226,4,6,1,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,9.595,10.495,90,0,1,1,10007R,13,115,226,10,3,5,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,8.135,15.195,180,0,1,1,10005L,9,111,226,1,2,13,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,19.61,17.195,180,0,1,7,70007R,7,712,230,1,2,2,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,17.25,16.22,180,0,1,1,10006R,4,124,226,2,1,12,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,20.155,14.335,180,0,1,3,30006L,11,313,226,4,2,8,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,20.161,13.783,180,0,1,1,10011L,16,118,226,17,5,16,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,18.1,16.52,-90,0,1,1,10006R,12,114,226,1,2,7,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,20.71,10.72,180,0,1,1,10008L,15,117,226,7,2,15,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,10.238,17.92,0,0,1,7,70005L,5,714,235,8,2,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,20.515,19.59,0,0,1,3,30008R,15,317,226,16,7,4,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,11.44,10.795,180,0,1,3,30008R,16,318,226,12,8,2,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,11.616,15.325,-90,0,1,3,30008R,9,311,226,18,9,3,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,8.135,14.025,180,0,1,1,10010L,14,116,226,13,3,2,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,8.135,13.475,0,0,1,1,10009L,13,115,226,13,4,5,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,17.73,19.275,-90,0,1,3,30005L,9,311,226,4,2,15,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,20.515,18.99,180,0,1,3,30006R,2,322,226,17,3,16,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,19.665,19.29,90,0,1,3,30006R,1,321,226,17,4,15,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,11.868,19.185,0,0,1,3,30006R,12,314,226,4,2,4,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,11.868,19.74,180,0,1,3,30006R,12,314,226,7,2,4,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,10.585,14.03,0,0,1,3,30008R,10,312,226,18,10,5,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,7.985,17.885,180,0,1,3,30008R,15,317,226,12,7,4,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,18.515,11.69,180,0,1,3,30005R,10,312,226,4,2,13,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,14.375,14.995,180,0,1,9,90018,1,922,1002,1,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,20.395,15.1,180,0,1,7,70007L,3,722,230,15,1,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,8.535,11.165,0,0,1,7,70006L,6,711,230,15,2,3,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,9.613,19.105,180,0,1,7,70008L,8,713,230,13,2,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,9.795,11.485,0,0,1,5,50005L,9,511,226,13,2,1,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,15.58,19.09,180,0,1,7,70005R,5,714,235,1,2,6,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,15.91,10.855,0,0,1,9,90019,3,923,1551,12,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,8.135,31.876,180,0,8,5,50006L,1,521,226,2,8,2,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,17.275,32.791,180,0,8,5,50006L,9,511,226,9,9,4,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,12.993,28.421,90,0,8,5,50006L,1,521,226,1,8,16,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,18.515,30.851,180,0,8,5,50006L,2,522,226,3,7,16,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,17.265,32.176,180,0,8,5,50006L,10,512,226,9,10,6,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,18.03,35.516,180,0,8,1,10008R,3,123,226,18,6,3,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,13.15,35.641,-90,0,8,1,10008R,9,111,226,18,9,10,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,17.27,31.466,180,0,8,5,50006L,1,521,226,6,8,10,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,17.29,30.856,180,0,8,5,50006L,1,521,226,4,8,15,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,11.616,31.441,90,0,8,5,50006L,1,521,226,3,8,1,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,18.515,30.146,180,0,8,5,50006L,1,521,226,9,8,13,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,17.1,36.766,-90,0,8,1,10007R,6,126,226,11,1,5,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,15.085,29.401,0,0,8,1,10005R,10,112,226,4,2,15,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,17.07,29.401,180,0,8,1,10005R,2,122,226,1,1,16,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,19.975,33.371,90,0,8,3,30007R,6,326,226,12,1,5,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,18.65,33.791,-90,0,8,3,30007R,1,321,226,1,3,1,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,15.625,35.041,0,0,8,1,10008R,2,122,226,15,3,8,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,20.525,33.371,-90,0,8,3,30007L,5,325,226,4,1,1,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,21.021,30.754,90,0,8,3,30008L,15,317,226,8,2,16,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,17.1,35.516,-90,0,8,5,50006L,10,512,226,8,10,12,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,18.31,36.546,90,0,8,5,50006L,2,522,226,1,7,8,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,13.648,28.426,-90,0,8,5,50006L,3,523,226,2,6,13,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,19.86,28.841,90,0,8,3,30007R,1,321,226,2,3,8,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,19.86,30.166,-90,0,8,1,10007L,5,125,226,1,1,2,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,19.86,27.691,90,0,8,3,30007R,2,322,226,1,4,15,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,8.235,29.716,-90,0,8,5,50006L,2,522,226,2,7,10,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,8.835,29.716,-90,0,8,1,10007R,5,125,226,11,2,1,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,8.128,36.176,180,0,8,7,70008R,8,713,230,16,2,3,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,11.868,35.906,180,0,8,1,10006L,3,123,226,1,1,9,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,8.535,27.456,180,0,8,1,10008R,11,113,226,13,3,10,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,10.888,36.576,-90,0,8,7,70006R,6,711,230,5,2,5,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,9.895,29.541,180,0,8,5,50006L,2,522,226,4,7,13,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,9.595,27.766,90,0,8,1,10007R,5,125,226,10,2,4,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,8.135,32.466,180,0,8,1,10005L,1,121,226,1,1,14,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,19.61,34.466,180,0,8,7,70007R,3,722,230,1,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,17.25,33.491,180,0,8,1,10006R,4,124,226,10,1,1,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,20.155,31.606,180,0,8,3,30006L,3,323,226,4,1,9,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,20.161,31.054,180,0,8,1,10011L,15,117,226,17,4,15,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,18.1,33.791,-90,0,8,1,10006R,4,124,226,1,1,8,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,20.71,27.991,180,0,8,1,10008L,15,117,226,8,2,15,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,10.238,35.191,0,0,8,7,70005L,5,714,235,12,2,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,20.515,36.861,0,0,8,3,30008R,7,327,226,16,2,3,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,11.44,28.066,180,0,8,3,30008R,8,328,226,12,1,1,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,11.616,32.596,-90,0,8,3,30008R,15,317,226,15,7,5,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,8.135,31.296,180,0,8,1,10010L,6,126,226,13,2,1,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,8.135,30.746,0,0,8,1,10009L,5,125,226,13,1,3,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,17.73,36.546,-90,0,8,3,30005L,1,321,226,4,1,16,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,20.515,36.261,180,0,8,3,30006R,12,314,226,12,8,9,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,19.665,36.561,90,0,8,3,30006R,11,313,226,12,7,11,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,11.868,36.456,0,0,8,3,30006R,4,324,226,4,1,3,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,11.868,37.011,180,0,8,3,30006R,4,324,226,7,1,3,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,10.585,31.301,0,0,8,3,30008R,2,322,226,18,7,4,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,7.985,35.156,180,0,8,3,30008R,7,327,226,12,2,3,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,18.515,28.961,180,0,8,3,30005R,2,322,226,4,1,12,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,14.375,32.266,180,0,8,9,90018,1,922,1002,2,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,20.395,32.371,180,0,8,7,70007L,7,712,230,15,2,7,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,8.535,28.436,0,0,8,7,70006L,2,721,230,15,1,4,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,9.613,36.376,180,0,8,7,70008L,4,723,230,13,1,8,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,9.795,28.756,0,0,8,5,50005L,1,521,226,13,3,4,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,15.58,36.361,180,0,8,7,70005R,1,724,235,1,1,5,1000,1,
